3.89981 13.4524 -0.231698 0
5.77073 12.2066 1.81785 0
3.19463 13.254 -2.30136 0
5.9069 12.2546 1.89282 0
2.70522 11.5477 -2.07032 0
5.80283 12.2129 0.0722793 0
2.69729 11.6277 -2.36419 0
6.68618 13.8379 1.96165 0
3.22311 11.822 1.36872 0
6.97988 12.9341 0.788115 0
3.64166 12.3278 0.881792 0
5.87079 12.223 2.5453 0
3.88703 12.9262 -2.16922 0
6.8868 11.7012 2.49538 0
3.13124 13.4291 -1.43151 0
6.16461 13.3418 2.99724 0
3.77338 12.4396 -1.6378 0
6.98834 13.1915 -2.64994 0
3.99118 12.1494 1.36771 0
5.78558 12.178 2.37825 0
3.98303 13.5271 2.74245 0
6.30691 13.9472 0.408285 0
3.36595 13.6197 -1.72501 0
5.76284 12.8154 2.55428 0
2.52052 12.5779 0.491842 0
6.88883 12.3395 -1.63525 0
2.67015 12.8701 0.690669 0
6.3549 11.9235 1.182 0
3.41571 12.256 -2.89089 0
6.00067 13.3804 2.27364 0
2.53329 12.3505 0.637753 0
6.80921 12.4326 0.476803 0
2.62588 13.9269 -1.97595 0
6.35889 13.2207 0.395523 0
2.73779 11.7997 1.12203 0
5.69767 11.6267 1.64209 0
3.38188 13.0738 -2.06113 0
6.93331 11.5034 -1.74785 0
3.62256 12.9713 1.11879 0
6.33881 12.7753 -2.88849 0
3.56712 12.8445 -0.422005 0
6.23372 12.7853 -1.59233 0
3.12271 12.1738 -0.0624339 0
6.02966 13.2233 0.155636 0
3.7705 12.6763 -2.6623 0
5.77248 12.7332 0.659471 0
2.8554 11.5911 -0.167901 0
6.90113 12.5141 0.383764 0
3.37996 12.9471 2.01448 0
6.69051 12.3965 2.41186 0
3.79165 12.21 -0.355382 0
6.64681 11.5243 -2.52003 0
2.87641 11.6264 -1.2119 0
5.80166 12.8357 0.467062 0
2.50273 13.9859 0.180089 0
6.60827 13.7333 -2.78249 0
2.56605 13.1659 -1.96978 0
6.76546 12.0402 2.29823 0
3.32465 13.6472 -0.394365 0
6.71041 13.7333 0.940273 0
3.64883 11.985 0.967248 0
5.82095 12.1735 2.18295 0
3.17856 12.9593 0.486682 0
5.72694 13.815 2.49693 0
3.20655 11.8256 1.4844 0
5.9756 12.0325 -2.56268 0
3.2195 11.6876 0.0166545 0
6.31143 12.1104 2.44986 0
3.17355 11.9367 0.674985 0
6.52672 13.0007 -1.11015 0
2.67285 12.1763 1.02091 0
6.60096 13.1943 -2.48184 0
3.57804 11.5907 -0.496622 0
6.3901 13.8008 0.609964 0
2.74887 13.5176 -2.31159 0
6.39038 11.6779 0.92523 0
3.35102 12.1405 2.31511 0
6.46693 12.9713 -1.34869 0
3.26079 13.5465 1.48615 0
5.66424 12.2661 -2.5622 0
3.88956 11.5418 -0.279612 0
5.89161 11.9988 -0.958567 0
3.04597 13.247 -0.355946 0
5.86367 12.0923 -2.07193 0
3.88422 11.6312 2.28059 0
6.62177 12.66 -1.01605 0
2.87563 11.8099 1.65309 0
6.47146 11.9144 1.19761 0
3.17364 11.8781 0.655605 0
5.7853 11.9046 1.87386 0
2.84084 12.5895 -0.901399 0
6.37572 12.4398 1.71601 0
3.15742 11.8373 1.20464 0
6.81652 12.6341 2.03039 0
2.80051 13.3147 -2.84151 0
5.64863 13.9168 -1.32136 0
3.10248 11.7808 1.16041 0
5.60254 13.82 -1.09729 0
3.08923 13.487 0.614706 0
6.26568 11.8661 2.89023 0
